"Tree","Geno","Year","Row","Col","Xgal","Csub","Lsp","Chol","Xmon","Pmel","Pads","Pund","Rsp"
"N6.10",10,2011,1,7,0,0,0,0,0,0,0,0,0
"N6.10",10,2011,1,9,1,0,0,0,0,0,0,0,0
"N6.10",10,2011,2,2,1,0,0,0,0,0,0,0,0
"N6.10",10,2011,2,4,1,0,0,0,0,0,0,0,0
"N6.10",10,2011,2,6,1,0,0,0,0,0,0,0,0
"N6.10",10,2011,2,8,1,0,0,0,0,0,0,0,0
"N6.10",10,2011,2,10,0,0,0,0,0,0,0,0,0
"N6.10",10,2011,3,1,1,0,0,0,0,0,0,0,0
"N6.10",10,2011,3,3,1,0,0,0,0,0,0,0,0
"N6.10",10,2011,3,5,1,0,0,0,0,0,0,0,0
"N6.10",10,2011,3,7,1,0,0,0,0,0,0,0,0
"N6.10",10,2011,3,9,0,0,0,0,0,0,0,0,0
"N6.10",10,2011,4,2,1,0,0,0,0,0,0,0,0
"N6.10",10,2011,4,4,1,0,0,0,0,0,0,0,0
"N6.10",10,2011,4,6,1,0,0,0,0,0,0,0,0
"N6.10",10,2011,4,8,1,0,0,0,0,0,0,0,0
"N6.10",10,2011,4,10,0,0,0,0,0,0,0,0,0
"N6.10",10,2011,5,1,1,0,0,0,0,0,0,0,0
"N6.10",10,2011,5,3,1,0,0,0,0,0,0,0,0
"N6.10",10,2011,5,5,1,0,0,0,0,0,0,0,0
"N6.10",10,2011,5,7,1,0,0,0,0,0,0,0,0
"N6.10",10,2011,5,9,0,0,0,0,0,0,0,0,0
"N6.10",10,2011,6,2,1,0,0,0,0,0,0,0,0
"N6.10",10,2011,6,4,1,0,0,0,0,0,0,0,0
"N6.10",10,2011,6,6,0,0,0,0,0,0,0,0,0
"N6.10",10,2011,6,8,0,0,0,0,0,0,0,0,0
"N6.10",10,2011,6,10,0,0,0,0,0,0,0,0,0
"N6.10",10,2011,7,1,1,0,0,0,0,0,0,0,0
"N6.10",10,2011,7,3,1,0,0,0,0,0,0,0,0
"N6.10",10,2011,7,5,1,0,0,0,0,0,0,0,0
"N6.10",10,2011,7,7,0,0,0,0,0,0,0,0,0
"N6.10",10,2011,7,9,0,0,0,0,0,0,0,0,0
"N6.10",10,2011,8,2,1,0,0,0,0,0,0,0,0
"N6.10",10,2011,8,4,1,0,0,0,0,0,0,0,0
"N6.10",10,2011,8,6,0,0,0,0,0,0,0,0,0
"N6.10",10,2011,8,8,0,0,0,0,0,0,0,0,0
"N6.10",10,2011,8,10,0,0,0,0,0,0,0,0,0
"N6.10",10,2011,9,1,1,0,0,0,0,0,0,0,0
"N6.10",10,2011,9,3,1,0,0,0,0,0,0,0,0
"N6.10",10,2011,9,5,1,0,0,0,0,0,0,0,0
"N6.10",10,2011,9,7,0,0,0,0,0,0,0,0,0
"N6.10",10,2011,9,9,0,0,0,0,0,0,0,0,0
"N6.10",10,2011,10,2,1,0,0,0,0,0,0,0,0
"N6.10",10,2011,10,4,0,0,0,0,0,0,0,0,0
"N6.10",10,2011,10,6,0,0,0,0,0,0,0,0,0
"N6.10",10,2011,10,8,0,0,0,0,0,0,0,0,0
"N6.10",10,2011,10,10,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,1,1,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,1,3,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,1,5,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,1,7,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,1,9,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,2,2,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,2,4,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,2,6,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,2,8,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,2,10,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,3,1,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,3,3,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,3,5,1,0,0,0,0,0,0,0,0
"N6.17",996,2011,3,7,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,3,9,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,4,2,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,4,4,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,4,6,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,4,8,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,4,10,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,5,1,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,5,3,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,5,5,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,5,7,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,5,9,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,6,2,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,6,4,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,6,6,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,6,8,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,6,10,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,7,1,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,7,3,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,7,5,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,7,7,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,7,9,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,8,2,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,8,4,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,8,6,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,8,8,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,8,10,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,9,1,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,9,3,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,9,5,1,0,0,0,0,0,0,0,0
"N6.17",996,2011,9,7,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,9,9,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,10,2,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,10,4,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,10,6,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,10,8,0,0,0,0,0,0,0,0,0
"N6.17",996,2011,10,10,0,0,0,0,0,0,0,0,0
"N6.9",1008,2011,1,1,0,0,0,0,0,0,0,0,0
"N6.9",1008,2011,1,3,0,0,0,0,0,0,0,0,0
"N6.9",1008,2011,1,5,0,0,0,0,0,0,0,0,0
"N6.9",1008,2011,1,7,1,0,0,0,0,0,0,0,0
"N6.9",1008,2011,1,9,1,0,0,0,0,0,0,0,0
"N6.9",1008,2011,2,2,0,0,0,0,0,0,0,0,0
"N6.9",1008,2011,2,4,0,0,0,0,0,0,0,0,0
"N6.9",1008,2011,2,6,0,0,0,0,0,0,0,0,0
"N6.9",1008,2011,2,8,1,1,0,0,0,0,0,0,0
"N6.9",1008,2011,2,10,1,1,0,0,0,0,0,0,0
"N6.9",1008,2011,3,1,0,0,0,0,0,0,0,0,0
"N6.9",1008,2011,3,3,0,0,0,0,0,0,0,0,0
"N6.9",1008,2011,3,5,0,0,0,0,0,0,0,0,0
"N6.9",1008,2011,3,7,1,0,0,0,0,0,0,0,0
"N6.9",1008,2011,3,9,1,0,0,0,0,0,0,0,0
"N6.9",1008,2011,4,2,0,0,0,0,0,0,0,0,0
"N6.9",1008,2011,4,4,0,0,0,0,0,0,0,0,0
"N6.9",1008,2011,4,6,1,0,0,0,0,0,0,0,0
"N6.9",1008,2011,4,8,1,0,0,0,0,0,0,0,0
"N6.9",1008,2011,4,10,1,0,0,0,0,0,0,0,0
"N6.9",1008,2011,5,1,0,0,0,0,0,0,0,0,0
"N6.9",1008,2011,5,3,0,0,0,0,0,0,0,0,0
"N6.9",1008,2011,5,5,0,0,0,0,0,0,0,0,0
"N6.9",1008,2011,5,7,1,0,0,0,0,0,0,0,0
"N6.9",1008,2011,5,9,1,0,0,0,0,0,0,0,0
"N6.9",1008,2011,6,2,0,0,0,0,0,0,0,0,0
"N6.9",1008,2011,6,4,0,0,0,0,0,0,0,0,0
"N6.9",1008,2011,6,6,1,0,0,0,0,0,0,0,0
"N6.9",1008,2011,6,8,1,0,0,0,0,0,0,0,0
"N6.9",1008,2011,6,10,1,0,0,0,0,0,0,0,0
"N6.9",1008,2011,7,1,0,0,0,0,0,0,0,0,0
"N6.9",1008,2011,7,3,0,0,0,0,0,0,0,0,0
"N6.9",1008,2011,7,5,1,0,0,0,0,0,0,0,0
"N6.9",1008,2011,7,7,1,0,0,0,0,0,0,0,0
"N6.9",1008,2011,7,9,1,0,0,0,0,0,0,0,0
"N6.9",1008,2011,8,2,1,0,0,0,0,0,0,0,0
"N6.9",1008,2011,8,4,1,0,0,0,0,0,0,0,0
"N6.9",1008,2011,8,6,1,0,0,0,0,0,0,0,0
"N6.9",1008,2011,8,8,1,0,0,0,0,0,0,0,0
"N6.9",1008,2011,8,10,1,0,0,0,0,0,0,0,0
"N6.9",1008,2011,9,1,0,0,0,0,0,0,0,0,0
"N6.9",1008,2011,9,3,0,0,0,0,0,0,0,0,0
"N6.9",1008,2011,9,5,0,0,0,0,0,0,0,0,0
"N6.9",1008,2011,9,7,1,1,0,0,0,0,0,0,0
"N6.9",1008,2011,9,9,1,1,0,0,0,0,0,0,0
"N6.9",1008,2011,10,2,0,0,0,0,0,0,0,0,0
"N6.9",1008,2011,10,4,0,0,0,0,0,0,0,0,0
"N6.9",1008,2011,10,6,1,0,0,0,0,0,0,0,0
"N6.9",1008,2011,10,8,1,0,0,0,0,0,0,0,0
"N6.9",1008,2011,10,10,1,1,0,1,0,0,0,0,0
"N7.10",10,2011,1,1,1,1,0,0,0,0,0,0,0
"N7.10",10,2011,1,3,1,0,0,0,0,1,0,0,0
"N7.10",10,2011,1,5,1,0,0,0,0,0,0,0,0
"N7.10",10,2011,1,7,1,0,0,1,0,0,0,0,0
"N7.10",10,2011,1,9,0,0,0,0,0,0,0,0,0
"N7.10",10,2011,2,2,1,1,0,0,0,0,0,0,0
"N7.10",10,2011,2,4,1,0,0,0,0,0,0,0,0
"N7.10",10,2011,2,6,1,0,0,0,0,0,0,0,0
"N7.10",10,2011,2,8,1,0,0,0,0,0,0,0,0
"N7.10",10,2011,2,10,0,0,0,0,0,0,0,0,0
"N7.10",10,2011,3,1,1,1,0,0,1,0,0,0,0
"N7.10",10,2011,3,3,1,1,1,0,0,0,0,0,0
"N7.10",10,2011,3,5,1,0,0,0,0,0,0,0,0
"N7.10",10,2011,3,7,1,0,0,1,0,0,0,0,0
"N7.10",10,2011,3,9,1,0,0,0,0,0,0,0,0
"N7.10",10,2011,4,2,1,1,1,0,0,0,0,0,0
"N7.10",10,2011,4,4,1,0,0,1,0,0,0,0,0
"N7.10",10,2011,4,6,1,0,0,0,0,0,0,0,0
"N7.10",10,2011,4,8,1,0,0,0,0,0,0,0,0
"N7.10",10,2011,4,10,1,0,0,0,0,0,0,0,0
"N7.10",10,2011,5,1,1,1,0,0,0,1,0,0,0
"N7.10",10,2011,5,3,1,1,0,1,0,0,0,0,0
"N7.10",10,2011,5,5,1,0,0,0,0,0,0,0,0
"N7.10",10,2011,5,7,1,0,0,1,0,0,0,0,0
"N7.10",10,2011,5,9,1,0,0,0,0,0,0,0,0
"N7.10",10,2011,6,2,1,1,1,0,0,0,0,0,1
"N7.10",10,2011,6,4,1,0,0,0,0,0,0,0,0
"N7.10",10,2011,6,6,1,0,0,0,0,0,0,0,0
"N7.10",10,2011,6,8,1,0,0,0,0,0,0,0,0
"N7.10",10,2011,6,10,1,0,0,0,0,0,0,0,0
"N7.10",10,2011,7,1,1,1,1,1,0,0,0,0,0
"N7.10",10,2011,7,3,1,0,1,1,0,0,0,0,0
"N7.10",10,2011,7,5,1,0,0,0,0,0,0,0,0
"N7.10",10,2011,7,7,1,0,0,0,0,0,0,0,0
"N7.10",10,2011,7,9,1,0,0,0,0,0,0,0,0
"N7.10",10,2011,8,2,1,1,0,0,0,0,0,0,0
"N7.10",10,2011,8,4,1,0,0,0,0,0,0,0,0
"N7.10",10,2011,8,6,1,0,0,0,0,0,0,0,0
"N7.10",10,2011,8,8,1,0,0,0,0,0,0,0,0
"N7.10",10,2011,8,10,1,0,0,0,0,0,0,0,0
"N7.10",10,2011,9,1,1,1,1,1,0,0,0,0,0
"N7.10",10,2011,9,3,1,0,0,0,0,0,0,0,0
"N7.10",10,2011,9,5,1,0,0,0,0,0,0,0,0
"N7.10",10,2011,9,7,0,0,0,0,0,0,0,0,0
"N7.10",10,2011,9,9,1,0,0,0,0,0,0,0,0
"N7.10",10,2011,10,2,1,1,1,1,0,0,0,0,0
"N7.10",10,2011,10,4,1,0,0,0,0,0,0,0,0
"N7.10",10,2011,10,6,1,0,0,0,0,0,0,0,0
"N7.10",10,2011,10,8,1,0,0,0,0,0,0,0,0
"N7.10",10,2011,10,10,1,0,0,0,0,0,0,0,0
"N7.3",1008,2011,1,1,1,0,0,0,0,0,0,0,0
"N7.3",1008,2011,1,3,1,0,0,0,0,0,0,0,0
"N7.3",1008,2011,1,5,1,0,0,0,0,0,0,0,0
"N7.3",1008,2011,1,7,1,1,0,1,0,0,0,0,0
"N7.3",1008,2011,1,9,1,0,0,0,0,0,0,0,0
"N7.3",1008,2011,2,2,1,0,0,0,0,0,0,0,0
"N7.3",1008,2011,2,4,1,0,0,0,0,0,0,0,0
"N7.3",1008,2011,2,6,1,0,0,0,0,0,0,0,0
"N7.3",1008,2011,2,8,1,1,0,0,0,0,0,0,0
"N7.3",1008,2011,2,10,1,0,0,0,0,0,0,0,0
"N7.3",1008,2011,3,1,1,0,0,0,0,0,0,0,0
"N7.3",1008,2011,3,3,1,0,0,0,0,0,0,0,0
"N7.3",1008,2011,3,5,1,0,0,0,0,0,0,0,0
"N7.3",1008,2011,3,7,1,1,0,0,0,0,0,0,0
"N7.3",1008,2011,3,9,1,1,0,0,0,0,0,0,0
"N7.3",1008,2011,4,2,1,0,0,0,0,0,0,0,0
"N7.3",1008,2011,4,4,1,0,0,0,0,0,0,0,0
"N7.3",1008,2011,4,6,1,1,0,0,0,0,0,0,0
"N7.3",1008,2011,4,8,1,1,0,0,0,0,0,0,0
"N7.3",1008,2011,4,10,1,0,0,0,0,0,0,0,0
"N7.3",1008,2011,5,1,1,0,0,0,0,0,0,0,0
"N7.3",1008,2011,5,3,1,0,0,0,0,0,0,0,0
"N7.3",1008,2011,5,5,1,0,0,0,0,0,0,0,0
"N7.3",1008,2011,5,7,1,1,0,0,0,0,0,0,0
"N7.3",1008,2011,5,9,1,0,0,0,0,0,0,0,0
"N7.3",1008,2011,6,2,1,0,0,0,0,0,0,0,0
"N7.3",1008,2011,6,4,1,0,0,0,0,0,0,0,0
"N7.3",1008,2011,6,6,1,0,0,0,0,0,0,0,0
"N7.3",1008,2011,6,8,1,0,0,0,0,0,0,0,0
"N7.3",1008,2011,6,10,1,0,0,0,0,0,0,0,0
"N7.3",1008,2011,7,1,1,0,0,0,0,0,0,0,0
"N7.3",1008,2011,7,3,1,0,0,0,0,0,0,0,0
"N7.3",1008,2011,7,5,1,0,0,0,0,0,0,0,0
"N7.3",1008,2011,7,7,1,0,0,0,0,0,0,0,0
"N7.3",1008,2011,7,9,1,1,0,0,0,0,0,0,0
"N7.3",1008,2011,8,2,1,0,0,0,0,0,0,0,0
"N7.3",1008,2011,8,4,1,0,0,0,0,0,0,0,0
"N7.3",1008,2011,8,6,1,0,0,0,0,0,0,0,0
"N7.3",1008,2011,8,8,1,1,0,0,0,0,0,0,0
"N7.3",1008,2011,8,10,1,1,0,0,0,0,0,0,0
"N7.3",1008,2011,9,1,1,0,0,0,0,0,0,0,0
"N7.3",1008,2011,9,3,1,0,0,0,0,0,0,0,0
"N7.3",1008,2011,9,5,1,0,0,0,0,0,0,0,0
"N7.3",1008,2011,9,7,1,0,0,0,0,0,0,0,0
"N7.3",1008,2011,9,9,1,0,0,0,0,0,0,0,0
"N7.3",1008,2011,10,2,1,0,0,0,0,0,0,0,0
"N7.3",1008,2011,10,4,1,0,0,0,1,0,0,0,0
"N7.3",1008,2011,10,6,1,0,0,0,0,0,0,0,0
"N7.3",1008,2011,10,8,1,1,0,0,0,0,0,0,0
"N7.3",1008,2011,10,10,1,0,0,0,0,0,0,0,0
